ons_id,constituency_name,region_name,constituency_type,first_party,second_party,electorate,valid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner
E14000682,East Worthing and Shoreham,South East,County,Con,Lab,75194,53128,7474,27107,19633,4127,0,2006,0,0,0,0,0,0,0,255,0
E14000683,East Yorkshire,Yorkshire and The Humber,County,Con,Lab,80923,52769,22787,33988,11201,4219,0,1675,0,0,0,0,0,0,0,1686,0
E14000686,Eddisbury,North West,County,Con,Lab,73700,52971,18443,30095,11652,9582,0,1191,0,0,0,0,0,0,0,451,0
S14000022,Edinburgh East,Scotland,Borough,SNP,Lab,69424,47815,10417,6549,12748,3289,0,2064,23165,0,0,0,0,0,0,0,0
S14000023,Edinburgh North and Leith,Scotland,Borough,SNP,Lab,81336,59344,12808,11000,13117,6635,558,1971,25925,0,0,0,0,0,0,138,0
S14000024,Edinburgh South,Scotland,Borough,Lab,SNP,66188,49732,11095,8161,23745,3819,0,1357,12650,0,0,0,0,0,0,0,0
S14000025,Edinburgh South West,Scotland,Borough,SNP,Con,73501,52131,11982,12848,7478,4971,625,1265,24830,0,0,0,0,0,0,114,0
S14000026,Edinburgh West,Scotland,Borough,LD,SNP,72507,54533,3769,9283,4460,21766,0,1027,17997,0,0,0,0,0,0,0,0
E14000687,Edmonton,London,Borough,Lab,Con,65747,40341,16015,10202,26217,2145,840,862,0,0,0,0,0,0,0,75,0
E14000688,Ellesmere Port and Neston,North West,County,Lab,Con,70327,48746,8764,17237,26001,2406,2138,964,0,0,0,0,0,0,0,0,0
E14000689,Elmet and Rothwell,Yorkshire and The Humber,County,Con,Lab,80957,58225,17353,33726,16373,5155,0,1775,0,0,0,0,0,0,0,1196,0
E14000690,Eltham,London,Borough,Lab,Con,64086,43689,3197,17353,20550,2941,1523,1322,0,0,0,0,0,0,0,0,0
E14000691,Enfield North,London,Borough,Lab,Con,68301,45050,6492,16848,23340,2950,797,1115,0,0,0,0,0,0,0,0,0
E14000692,"Enfield, Southgate",London,Borough,Lab,Con,65525,47276,4450,18473,22923,4344,494,1042,0,0,0,0,0,0,0,0,0
E14000693,Epping Forest,East,County,Con,Lab,74304,50268,22173,32364,10191,5387,0,1975,0,0,0,0,0,0,0,351,0
E14000694,Epsom and Ewell,South East,Borough,Con,LD,81138,59451,17873,31819,10226,13946,0,2047,0,0,0,0,0,0,0,1413,0
E14000695,Erewash,East Midlands,County,Con,Lab,72523,48814,10606,27560,16954,2487,0,1115,0,0,0,0,0,0,0,698,0
E14000696,Erith and Thamesmead,London,Borough,Lab,Con,65399,41384,3758,16124,19882,1984,2246,876,0,0,0,0,0,0,0,272,0
E14000697,Esher and Walton,South East,Borough,Con,LD,81184,63084,2743,31132,2838,28389,0,0,0,0,0,0,0,0,0,725,0
E14000698,Exeter,South West,Borough,Lab,Con,82054,56192,10403,19479,29882,0,1428,4838,0,0,0,0,0,0,0,565,0
S14000028,Falkirk,Scotland,County,SNP,Con,84472,55872,14948,14403,6243,3990,0,1885,29351,0,0,0,0,0,0,0,0
E14000699,Fareham,South East,County,Con,Lab,78337,57250,26086,36459,10373,8006,0,2412,0,0,0,0,0,0,0,0,0
E14000700,Faversham and Mid Kent,South East,County,Con,Lab,73403,50394,21976,31864,9888,6170,0,2103,0,0,0,0,0,0,0,369,0
E14000701,Feltham and Heston,London,Borough,Lab,Con,80934,47811,7859,17017,24876,3127,1658,1133,0,0,0,0,0,0,0,0,0
N06000007,Fermanagh and South Tyrone,Northern Ireland,County,SF,UUP,72848,50762,57,0,0,0,0,0,0,0,0,21986,3446,21929,2650,751,0
E14000702,Filton and Bradley Stoke,South West,County,Con,Lab,74016,53752,5646,26293,20647,4992,0,1563,0,0,0,0,0,0,0,257,0
E14000703,Finchley and Golders Green,London,Borough,Con,LD,77573,55109,6562,24162,13347,17600,0,0,0,0,0,0,0,0,0,0,0
E14000704,Folkestone and Hythe,South East,County,Con,Lab,88272,59005,21337,35483,14146,5755,0,2706,0,0,0,0,0,0,0,915,0
E14000705,Forest Of Dean,South West,County,Con,Lab,71438,51475,15869,30680,14811,0,0,4681,0,0,0,0,0,0,0,1303,0
N06000008,Foyle,Northern Ireland,County,SDLP,SF,74346,47144,17110,0,0,0,0,0,0,0,4773,9771,26881,1088,1267,3364,0
E14000706,Fylde,North West,County,Con,Lab,66847,46659,16611,28432,11821,3748,0,1731,0,0,0,0,0,0,0,927,0
E14000707,Gainsborough,East Midlands,County,Con,Lab,76343,51046,22967,33893,10926,5157,0,0,0,0,0,0,0,0,0,1070,0
E14000708,Garston and Halewood,North West,Borough,Lab,Con,76116,53326,31624,6954,38578,3324,2943,1183,0,0,0,0,0,0,0,344,0
E14000709,Gateshead,North East,Borough,Lab,Con,64449,38145,7200,13250,20450,2792,0,1653,0,0,0,0,0,0,0,0,0
E14000710,Gedling,East Midlands,County,Con,Lab,71366,49953,679,22718,22039,2279,1820,1097,0,0,0,0,0,0,0,0,0
E14000711,Gillingham and Rainham,South East,Borough,Con,Lab,73549,45958,15119,28173,13054,2503,0,1043,0,0,0,0,0,0,0,1185,0
S14000029,Glasgow Central,Scotland,Borough,SNP,Lab,69230,40105,6474,3698,13276,1952,0,1429,19750,0,0,0,0,0,0,0,0
S14000030,Glasgow East,Scotland,Borough,SNP,Lab,67381,38483,5566,5709,12791,1626,0,0,18357,0,0,0,0,0,0,0,0
S14000031,Glasgow North,Scotland,Borough,SNP,Lab,57130,36191,5601,3806,11381,2394,320,1308,16982,0,0,0,0,0,0,0,0
S14000032,Glasgow North East,Scotland,Borough,SNP,Lab,61075,33925,2548,3558,13363,1093,0,0,15911,0,0,0,0,0,0,0,0
S14000033,Glasgow North West,Scotland,Borough,SNP,Lab,63402,39735,8359,6022,11319,2716,0,0,19678,0,0,0,0,0,0,0,0
S14000034,Glasgow South,Scotland,Borough,SNP,Lab,70891,47443,9005,6237,13824,2786,516,1251,22829,0,0,0,0,0,0,0,0
S14000035,Glasgow South West,Scotland,Borough,SNP,Lab,64575,36847,4900,4224,12743,1435,802,0,17643,0,0,0,0,0,0,0,0
S14000036,Glenrothes,Scotland,County,SNP,Lab,65672,41546,11757,6920,9477,2639,1276,0,21234,0,0,0,0,0,0,0,0
E14000712,Gloucester,South West,Borough,Con,Lab,81319,53764,10277,29159,18882,4338,0,1385,0,0,0,0,0,0,0,0,0
S14000037,Gordon,Scotland,County,SNP,Con,79629,55916,819,23066,3052,5913,0,0,23885,0,0,0,0,0,0,0,0
E14000713,Gosport,South East,Borough,Con,Lab,73541,48453,23278,32226,8948,5473,0,1806,0,0,0,0,0,0,0,0,0
W07000046,Gower,Wales,County,Lab,Con,61762,44482,1837,18371,20208,2236,1379,0,0,2288,0,0,0,0,0,0,0
E14000714,Grantham and Stamford,East Midlands,County,Con,Lab,81502,56003,26003,36794,10791,6153,0,2265,0,0,0,0,0,0,0,0,0
E14000715,Gravesham,South East,County,Con,Lab,73242,47560,15581,29580,13999,2584,0,1397,0,0,0,0,0,0,0,0,0
E14000716,Great Grimsby,Yorkshire and The Humber,Borough,Con,Lab,61409,33087,7331,18150,10819,1070,2378,514,0,0,0,0,0,0,0,156,0
E14000717,Great Yarmouth,East,County,Con,Lab,71957,43462,17663,28593,10930,1661,0,1064,0,0,0,0,0,0,0,1214,0
E14000718,Greenwich and Woolwich,London,Borough,Lab,Con,79997,53120,18464,11721,30185,7253,1228,2363,0,0,0,0,0,0,0,370,0
E14000719,Guildford,South East,County,Con,LD,77729,58651,3337,26317,4515,22980,0,0,0,0,0,0,0,0,0,4839,0
E14000720,Hackney North and Stoke Newington,London,Borough,Lab,Con,92462,56864,33188,6784,39972,4283,609,4989,0,0,0,0,0,0,0,227,0
E14000721,Hackney South and Shoreditch,London,Borough,Lab,Con,89387,54439,33985,5899,39884,4853,744,2948,0,0,0,0,0,0,0,111,0
E14000722,Halesowen and Rowley Regis,West Midlands,Borough,Con,Lab,68300,42345,12074,25607,13533,1738,0,934,0,0,0,0,0,0,0,533,0
E14000723,Halifax,Yorkshire and The Humber,Borough,Lab,Con,71887,46458,2569,18927,21496,2276,2813,946,0,0,0,0,0,0,0,0,0
E14000724,Haltemprice and Howden,Yorkshire and The Humber,County,Con,Lab,71083,49779,20329,31045,10716,5215,0,1764,0,0,0,0,0,0,0,1039,0
E14000725,Halton,North West,County,Lab,Con,71930,46203,18975,10358,29333,1800,3730,982,0,0,0,0,0,0,0,0,0
E14000726,Hammersmith,London,Borough,Lab,Con,74759,51966,17847,12227,30074,6947,974,1744,0,0,0,0,0,0,0,0,0
E14000727,Hampstead and Kilburn,London,Borough,Lab,Con,86571,57385,14188,13892,28080,13121,684,1608,0,0,0,0,0,0,0,0,0
E14000728,Harborough,East Midlands,County,Con,Lab,80151,57319,17278,31698,14420,9103,0,1709,0,0,0,0,0,0,0,389,0
E14000729,Harlow,East,County,Con,Lab,68078,43354,14063,27510,13447,2397,0,0,0,0,0,0,0,0,0,0,0
E14000730,Harrogate and Knaresborough,Yorkshire and The Humber,County,Con,LD,77941,56937,9675,29962,5480,20287,0,0,0,0,0,0,0,0,0,1208,0
E14000731,Harrow East,London,Borough,Con,Lab,72106,49491,8170,26935,18765,3791,0,0,0,0,0,0,0,0,0,0,0
E14000732,Harrow West,London,Borough,Lab,Con,72464,47922,8692,16440,25132,4310,931,1109,0,0,0,0,0,0,0,0,0
E14000733,Hartlepool,North East,Borough,Lab,Con,70855,41037,3595,11869,15464,1696,10603,0,0,0,0,0,0,0,0,1405,0
E14000734,Harwich and North Essex,East,County,Con,Lab,74153,51963,20182,31830,11648,5866,0,1945,0,0,0,0,0,0,0,674,0
E14000735,Hastings and Rye,South East,County,Con,Lab,80524,54274,4043,26896,22853,3960,0,0,0,0,0,0,0,0,0,565,0
E14000736,Havant,South East,Borough,Con,Lab,72103,45959,21792,30051,8259,5708,0,1597,0,0,0,0,0,0,0,344,0
E14000737,Hayes and Harlington,London,Borough,Lab,Con,72357,43994,9261,15284,24545,1947,1292,739,0,0,0,0,0,0,0,187,0
E14000738,Hazel Grove,North West,County,Con,LD,63346,44269,4423,21592,5508,17169,0,0,0,0,0,0,0,0,0,0,0
E14000739,Hemel Hempstead,East,County,Con,Lab,74035,51271,14563,28968,14405,6317,0,1581,0,0,0,0,0,0,0,0,0
E14000740,Hemsworth,Yorkshire and The Humber,County,Lab,Con,73726,43907,1180,15280,16460,1734,5930,916,0,0,0,0,0,0,0,3587,0
E14000741,Hendon,London,Borough,Con,Lab,82661,55075,4230,26878,22648,4628,0,921,0,0,0,0,0,0,0,0,0
E14000742,Henley,South East,County,Con,LD,76646,58759,14053,32189,5698,18136,0,2736,0,0,0,0,0,0,0,0,0
E14000743,Hereford and South Herefordshire,West Midlands,County,Con,Lab,72085,49646,19686,30390,10704,6181,0,2371,0,0,0,0,0,0,0,0,0
E14000744,Hertford and Stortford,East,County,Con,Lab,81765,60094,19620,33712,14092,8596,0,2705,0,0,0,0,0,0,0,989,0
E14000745,Hertsmere,East,County,Con,Lab,73971,52203,21313,32651,11338,6561,0,1653,0,0,0,0,0,0,0,0,0
E14000746,Hexham,North East,County,Con,Lab,61324,46150,10549,25152,14603,4672,0,1723,0,0,0,0,0,0,0,0,0
E14000747,Heywood and Middleton,North West,County,Con,Lab,80162,47488,663,20453,19790,2073,3952,1220,0,0,0,0,0,0,0,0,0
E14000748,High Peak,East Midlands,County,Con,Lab,74265,54173,590,24844,24254,2750,1177,1148,0,0,0,0,0,0,0,0,0
E14000749,Hitchin and Harpenden,East,County,Con,LD,76323,58871,6895,27719,9959,20824,0,0,0,0,0,0,0,0,0,369,0
E14000750,Holborn and St Pancras,London,Borough,Lab,Con,86061,56786,27763,8878,36641,7314,1032,2746,0,0,0,0,0,0,0,175,0
E14000751,Hornchurch and Upminster,London,Borough,Con,Lab,80765,53974,23308,35495,12187,3862,0,1920,0,0,0,0,0,0,0,510,0
E14000752,Hornsey and Wood Green,London,Borough,Lab,LD,81814,61105,19242,6829,35126,15884,763,2192,0,0,0,0,0,0,0,311,0
E14000753,Horsham,South East,County,Con,LD,86730,63242,21127,35900,9424,14773,0,2668,0,0,0,0,0,0,0,477,0
E14000754,Houghton and Sunderland South,North East,Borough,Lab,Con,68835,39811,3115,13095,16210,2319,6165,1125,0,0,0,0,0,0,0,897,0
E14000755,Hove,South East,Borough,Lab,Con,74313,56391,17044,15832,32876,3731,1111,2496,0,0,0,0,0,0,0,345,0
E14000756,Huddersfield,Yorkshire and The Humber,Borough,Lab,Con,65525,41882,4937,15572,20509,2367,1666,1768,0,0,0,0,0,0,0,0,0
E14000757,Huntingdon,East,County,Con,Lab,84657,59147,19383,32386,13003,9432,0,2233,0,0,0,0,0,0,0,2093,0
E14000758,Hyndburn,North West,Borough,Con,Lab,70842,42406,2951,20565,17614,1226,2156,845,0,0,0,0,0,0,0,0,0
E14000759,Ilford North,London,Borough,Lab,Con,72973,50114,5218,20105,25323,2680,960,845,0,0,0,0,0,0,0,201,0
E14000760,Ilford South,London,Borough,Lab,Con,84972,53477,24101,10984,35085,1795,1008,714,0,0,0,0,0,0,0,3891,0
S14000038,Inverclyde,Scotland,County,SNP,Lab,60622,39903,7512,6265,11783,2560,0,0,19295,0,0,0,0,0,0,0,0
S14000039,"Inverness, Nairn, Badenoch and Strathspey",Scotland,County,SNP,Con,78059,54810,10440,15807,4123,5846,1078,1709,26247,0,0,0,0,0,0,0,0
E14000761,Ipswich,East,Borough,Con,Lab,75525,49579,5479,24952,19473,2439,1432,1283,0,0,0,0,0,0,0,0,0
E14000762,Isle Of Wight,South East,County,Con,Lab,113021,74442,23737,41815,18078,0,0,11338,0,0,0,0,0,0,0,3211,0
E14000763,Islington North,London,Borough,Lab,LD,75162,53805,26188,5483,34603,8415,742,4326,0,0,0,0,0,0,0,236,0
